שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ד,ו,ז,זך,זנ,ט,יש,כן,ל,ם,מחל,מרצ,נ,נץ,עם,ף,פה,צ,צף,ק,קך,קנ,קץ,רק,שס
כפר קרע,654,50,642,474,3,471,6,0,11,185,77,0,0.0,0,0,0,0,0,39,10,16,0,0,69,0,0,0,52,2,0,0,0,0,4
כפר קרע,654,60,694,459,11,448,6,0,1,219,70,0,0.0,0,1,1,0,0,42,12,31,0,0,47,0,0,0,6,5,0,1,0,0,6
כפר קרע,654,70,664,419,3,416,3,1,4,217,41,1,0.0,0,0,1,0,0,51,9,26,0,0,42,0,0,0,8,6,0,3,1,0,2
כפר קרע,654,80,701,500,7,493,3,0,2,200,81,0,0.0,0,0,1,0,0,101,20,10,0,0,44,0,0,0,15,11,0,0,0,0,5
כפר קרע,654,90,752,517,10,507,4,0,3,207,87,0,0.0,0,0,1,0,0,82,12,19,0,0,54,1,0,0,19,11,0,1,0,0,6
כפר קרע,654,100,629,396,6,390,2,0,0,211,37,0,0.0,0,0,2,0,0,36,6,37,0,0,45,0,0,1,5,7,0,0,0,0,1
כפר קרע,654,110,734,466,8,458,4,1,0,220,78,0,0.0,0,0,1,0,0,52,5,24,0,0,43,0,0,3,14,3,0,0,0,3,7
שייח' דנון,658,10,618,386,17,369,29,2,0,54,79,0,0.0,0,0,0,0,0,43,6,1,0,2,142,0,0,0,7,0,0,0,0,0,4
שייח' דנון,658,20,539,339,8,331,34,9,0,51,28,0,0.0,0,0,0,1,0,58,0,13,0,0,116,0,1,0,6,0,0,0,0,0,14
שער אפרים,661,10,627,486,5,481,45,12,6,0,0,0,0.0,0,0,65,0,9,8,252,27,1,4,0,0,0,0,0,0,0,1,0,1,50
חוסן,662,10,379,276,0,276,23,6,2,0,0,0,0.0,3,0,23,0,3,2,176,5,0,0,0,0,0,0,0,0,0,3,0,1,29
טירת יהודה,663,10,450,355,5,350,2,121,6,0,0,0,0.0,0,0,4,1,26,0,134,5,0,5,0,0,0,0,0,0,0,0,1,0,45
כרם בן זמרה,664,10,296,213,4,209,18,27,8,0,0,0,0.0,0,0,11,0,4,1,117,0,0,0,0,0,0,0,0,0,0,1,0,0,22
תקומה,665,10,305,229,6,223,17,98,3,0,0,0,0.0,1,0,7,0,22,4,44,5,0,1,0,0,0,0,0,0,0,1,0,1,19
עומר,666,10,708,528,2,526,171,9,0,0,2,0,0.0,1,0,120,2,17,3,128,69,0,1,0,0,0,0,0,0,0,1,0,2,0
עומר,666,20,705,516,2,514,160,9,0,0,0,0,0.0,0,0,111,1,8,6,126,69,3,3,0,0,0,0,0,0,0,6,0,8,4
עומר,666,30,687,500,3,497,156,6,0,1,3,0,0.0,0,0,108,1,13,4,144,50,1,4,0,0,0,1,0,0,0,1,0,1,3
עומר,666,40,639,477,6,471,187,5,0,0,0,1,0.0,1,0,81,8,7,7,109,54,0,1,0,0,0,0,0,0,0,2,0,3,5
עומר,666,50,626,447,5,442,144,7,0,0,1,0,0.0,0,0,106,1,2,0,89,80,3,0,0,0,0,0,0,0,0,3,0,3,3
עומר,666,60,566,426,6,420,161,9,1,0,0,0,0.0,0,0,74,2,15,3,96,46,0,4,0,0,0,0,0,0,0,3,0,1,5
עומר,666,70,702,534,15,519,193,8,0,0,0,1,0.0,0,0,110,0,8,9,127,39,2,3,0,1,0,0,0,0,0,8,0,1,9
עומר,666,80,599,421,4,417,134,6,1,1,4,0,0.0,0,0,90,0,9,5,92,60,0,1,1,0,0,0,0,0,0,6,0,3,4
ברעם,667,10,445,291,2,289,73,0,0,1,0,0,0.0,0,1,20,0,0,0,14,170,0,1,0,0,0,0,0,0,0,5,0,3,1
מפלסים,668,10,363,262,0,262,147,1,0,0,0,1,0.0,0,0,19,0,6,3,18,58,2,0,0,0,0,0,0,0,0,6,0,1,0
משמר איילון,670,10,316,264,3,261,53,5,0,1,1,0,0.0,1,0,32,0,9,3,112,27,0,2,0,0,0,0,0,0,0,5,0,4,6
בית נקופה,672,10,291,204,0,204,36,3,3,0,0,0,0.0,0,0,28,0,11,7,82,20,0,3,0,0,0,0,0,0,0,3,0,0,8
כפר טרומן,673,10,347,298,6,292,64,6,3,0,0,0,0.0,1,0,51,0,13,9,109,14,0,4,0,0,0,0,0,0,0,10,0,3,5
לימן,674,10,393,284,3,281,64,7,2,0,0,0,0.0,0,0,61,0,11,8,106,9,0,5,0,0,0,0,0,0,0,2,0,2,4
הבונים,675,10,230,154,2,152,63,1,0,0,0,0,0.0,0,0,26,0,1,3,20,30,1,0,0,0,0,0,0,1,0,3,0,3,0
עין השלושה,676,10,290,179,4,175,109,0,0,0,1,0,0.0,0,0,19,0,0,1,16,27,1,0,0,0,0,0,0,0,0,0,0,1,0
הסוללים,677,10,431,318,5,313,110,1,1,0,3,0,0.0,0,0,57,1,1,12,57,53,2,1,2,0,0,0,0,0,0,7,0,2,3
מעגן,678,10,278,172,5,167,96,0,1,0,0,0,0.0,0,0,14,6,9,2,20,13,0,0,0,0,0,0,0,0,0,5,0,1,0
אביאל,679,10,286,211,2,209,21,5,1,0,0,0,0.0,0,0,28,0,4,2,120,9,0,1,0,0,0,0,0,0,0,7,0,4,7
אומץ,680,10,275,190,1,189,78,2,1,0,0,0,0.0,0,0,39,0,1,2,42,16,1,0,0,0,0,2,0,0,0,0,0,3,2
גבעת שמואל,681,10,543,411,6,405,150,26,3,0,1,0,0.0,1,1,92,3,11,6,67,33,0,2,0,0,0,0,0,0,0,3,0,2,4
גבעת שמואל,681,20,574,407,9,398,59,65,9,0,0,0,0.0,1,0,52,4,17,7,144,12,0,6,0,0,0,0,0,0,0,7,0,2,13
גבעת שמואל,681,30,784,523,13,510,57,93,1,0,0,0,0.0,1,0,82,1,40,10,147,14,1,9,0,0,0,0,1,6,0,0,0,4,43
גבעת שמואל,681,40,724,507,7,500,105,66,4,2,3,0,0.0,0,0,80,8,15,3,137,27,2,8,0,0,0,0,0,0,0,9,0,3,28
גבעת שמואל,681,50,580,378,7,371,28,22,12,0,1,0,0.0,2,0,54,13,17,5,125,4,0,4,0,0,1,0,0,0,0,4,0,1,78
גבעת שמואל,681,60,621,365,6,359,33,15,5,0,2,0,0.0,0,0,52,6,26,4,140,6,1,2,0,0,2,1,0,0,0,2,0,1,61
גבעת שמואל,681,80,547,416,1,415,132,29,2,0,1,0,0.0,2,0,101,4,9,2,73,51,0,2,0,0,0,0,0,0,0,2,0,3,2
גבעת שמואל,681,90,630,461,1,460,125,48,3,0,0,0,0.0,0,0,94,10,25,2,89,33,1,11,0,0,1,1,0,0,0,11,0,2,4
גבעת שמואל,681,100,561,353,1,352,41,28,7,0,0,0,0.0,1,0,49,2,19,5,157,13,2,4,0,0,0,0,0,0,0,3,1,2,18
גבעת שמואל,681,110,818,618,2,616,110,136,12,0,0,0,0.0,1,0,61,0,25,7,209,20,0,5,0,0,0,2,0,0,0,3,0,3,22
גבעת שמואל,681,120,580,441,2,439,115,31,4,0,1,0,0.0,0,0,118,3,9,14,82,47,0,3,0,0,0,0,0,0,0,3,0,5,4
גבעת שמואל,681,130,756,564,5,559,67,133,11,0,0,0,0.0,0,0,61,4,45,9,167,19,1,4,9,0,0,1,0,0,0,4,0,3,21
גבעת שמואל,681,140,741,544,3,541,29,93,8,0,0,0,0.0,1,1,37,110,45,6,142,9,1,9,0,0,0,0,0,1,3,7,0,2,37
גבעת שמואל,681,200,785,682,2,680,103,157,14,0,1,1,0.0,3,0,108,1,30,8,198,34,1,3,0,0,0,0,0,0,0,3,0,1,14
גבעת שמואל,681,250,437,370,1,369,22,130,13,0,0,0,0.0,0,0,29,4,25,1,104,11,0,3,0,0,0,0,0,1,0,4,0,4,18
גבעת שמואל,681,9500,572,464,3,461,84,65,4,0,0,0,0.0,0,0,101,2,21,3,123,35,2,3,1,0,1,0,0,0,0,3,0,4,9
גבעת שמואל,681,9510,841,727,2,725,52,362,10,0,0,0,0.0,2,58,0,2,46,5,128,12,3,11,0,0,0,0,0,0,0,1,0,0,33
אליקים,682,10,406,332,6,326,5,5,191,1,0,0,0.0,0,0,3,0,5,5,90,0,1,3,0,0,0,0,0,0,0,4,0,4,9
גבע כרמל,683,10,455,343,3,340,152,1,0,1,0,0,0.0,0,0,34,0,4,2,111,11,1,0,0,0,0,0,0,1,1,9,0,1,11
היוגב,684,10,477,340,0,340,160,2,0,0,0,0,0.0,0,0,63,0,5,1,61,29,2,1,0,0,0,1,0,0,0,14,0,0,1
בניה,685,10,457,353,2,351,120,7,0,0,0,0,0.0,0,0,81,0,7,4,88,32,0,1,2,0,0,0,0,0,0,3,0,0,6
נווה ימין,686,10,675,513,8,505,59,6,2,0,0,1,0.0,2,0,52,0,16,3,306,3,0,0,0,0,0,1,0,0,0,6,0,1,47
עין איילה,687,10,376,275,5,270,98,3,1,0,1,0,0.0,0,0,71,0,4,3,51,21,2,3,0,0,0,0,0,0,0,7,0,2,3
עלמה,688,10,512,362,4,358,0,59,7,1,0,0,0.0,3,0,2,0,4,4,173,0,0,6,0,0,0,0,2,0,0,2,0,0,95
מגדים,689,10,508,371,9,362,66,14,1,0,0,0,0.0,0,0,36,0,2,4,159,13,0,2,0,0,0,1,0,0,0,9,1,3,51
כפר אחים,690,10,316,214,0,214,71,18,1,0,1,0,0.0,0,0,35,0,2,5,61,11,1,2,0,0,1,1,0,0,0,2,0,0,2
שפיר,692,10,248,192,1,191,8,51,1,0,0,0,0.0,0,0,10,0,16,0,76,7,4,3,0,0,0,0,0,0,0,1,0,4,10
"נתיב הל""ה",693,10,316,262,2,260,130,0,1,0,0,0,0.0,0,0,17,0,7,2,34,53,0,0,0,0,0,0,0,0,0,13,0,0,3
מעגן מיכאל,694,10,591,431,2,429,251,2,0,0,2,0,0.0,0,0,27,2,0,0,19,95,1,1,0,0,0,0,0,0,0,27,0,2,0
מעגן מיכאל,694,20,559,390,5,385,222,1,0,1,1,0,0.0,0,0,27,3,3,0,19,87,0,0,0,0,0,0,0,0,0,21,0,0,0
מגן,695,10,363,261,0,261,64,0,0,1,3,0,0.0,0,0,29,0,1,1,3,154,0,0,0,0,0,0,0,0,0,5,0,0,0
"כפר חב""ד",696,10,733,478,3,475,0,18,15,0,0,0,0.0,1,0,0,11,38,0,19,1,0,341,1,0,0,0,0,0,0,0,1,0,29
"כפר חב""ד",696,20,788,562,3,559,0,33,12,0,0,0,0.0,0,0,0,23,38,0,19,0,0,414,0,0,0,0,0,0,0,0,0,0,20
"כפר חב""ד",696,30,773,516,3,513,0,25,17,0,0,0,0.0,0,0,0,17,40,2,16,0,0,379,0,0,0,0,1,0,0,1,0,0,15
בארותיים,697,10,442,305,4,301,86,4,1,0,0,0,0.0,0,0,61,0,4,1,112,23,2,2,0,0,0,0,1,0,0,3,0,0,1
בורגתה,698,10,560,406,5,401,126,5,0,0,0,0,0.0,0,0,84,3,10,10,108,23,0,2,0,0,0,0,0,0,0,16,0,3,11
ניר ישראל,699,10,454,326,3,323,108,7,0,0,1,0,0.0,0,1,64,0,4,3,81,38,3,1,0,0,0,0,0,0,0,8,0,3,1
חצב,700,10,611,422,9,413,69,36,2,0,0,0,0.0,0,0,32,0,8,12,204,12,0,1,1,0,0,0,1,0,0,3,1,4,27
ארבל,701,10,263,162,3,159,58,5,0,0,0,0,0.0,0,0,21,1,2,1,33,7,3,0,0,0,0,0,0,0,0,1,0,1,26
האון,702,10,155,86,0,86,41,2,0,0,0,0,0.0,0,0,15,0,3,0,12,8,2,0,1,0,0,0,0,0,0,0,0,1,1
גבעת עוז,703,10,374,253,3,250,72,3,0,0,0,0,0.0,1,0,13,0,2,4,24,115,2,1,0,0,0,0,0,0,0,11,0,1,1
נחשונים,705,10,286,193,0,193,40,1,0,0,0,0,0.0,0,0,29,0,2,3,13,93,0,1,0,0,0,0,0,0,0,10,0,1,0
גיאה,706,10,396,270,3,267,72,3,2,0,0,0,0.0,0,0,60,0,5,12,74,29,1,0,0,0,0,0,0,0,0,4,0,2,3
כפר דניאל,707,10,194,130,3,127,55,1,1,0,1,0,0.0,1,0,29,2,0,0,13,18,1,0,0,0,0,0,0,0,0,3,0,1,1
עמקה,708,10,373,276,3,273,6,29,4,0,0,0,0.0,1,5,0,0,8,5,164,0,1,2,0,0,0,0,0,0,0,6,0,1,41
תפרח,709,10,674,582,3,579,3,9,439,0,0,0,0.0,0,0,2,0,3,0,32,0,0,7,0,0,0,0,0,0,0,0,0,0,84
בית זית,710,10,833,615,5,610,167,19,4,0,0,0,0.0,1,0,100,3,13,4,163,92,9,0,0,0,0,0,0,0,0,16,1,9,9
עזריה,711,10,460,331,5,326,8,21,5,0,0,0,0.0,1,0,4,0,11,5,221,4,4,7,1,0,0,0,0,0,0,1,0,2,31
בן עמי,712,10,325,230,5,225,88,2,0,0,0,0,0.0,0,0,32,0,1,8,64,17,0,1,0,0,0,0,0,0,0,8,0,2,2
רעים,713,10,290,212,1,211,109,0,0,0,1,0,0.0,0,0,24,2,1,4,11,52,0,0,0,0,0,0,0,0,0,6,0,1,0
ארז,714,10,292,214,0,214,125,0,0,0,0,0,0.0,0,0,22,0,0,5,19,35,3,0,0,0,0,0,0,0,0,3,0,2,0
להבות חביבה,715,10,263,177,1,176,54,0,1,0,0,0,0.0,0,0,14,0,5,4,6,85,1,0,0,0,0,0,0,0,0,6,0,0,0
אייל,716,10,244,182,1,181,103,2,0,0,0,0,0.0,0,0,15,0,3,7,19,26,1,0,0,0,0,0,0,0,0,3,0,0,2
חגור,717,10,433,318,1,317,73,3,0,0,0,0,0.0,0,0,64,0,2,2,131,16,3,0,1,0,0,0,0,0,0,5,0,3,14
ירחיב,718,10,443,322,8,314,19,14,4,0,0,0,0.0,0,0,14,0,4,16,202,1,1,1,0,0,0,2,0,0,0,2,0,0,34
תל קציר,719,10,230,145,0,145,73,1,0,0,0,0,0.0,0,0,24,1,1,4,18,15,0,0,0,0,0,1,0,0,0,5,0,0,2
ניר גלים,720,10,307,252,2,250,11,198,2,1,0,0,0.0,0,0,3,0,7,0,17,2,0,1,0,0,0,0,0,0,0,1,0,0,7
שדה אילן,721,10,286,219,4,215,5,100,3,0,0,0,0.0,0,0,9,0,23,0,61,0,0,2,0,0,0,0,0,0,0,0,0,3,9
מגשימים,722,10,482,359,3,356,87,5,5,0,0,0,0.0,1,0,73,2,5,0,130,32,1,2,0,0,0,0,0,0,0,8,0,3,2
בית הגדי,723,10,396,311,5,306,0,59,0,0,0,0,0.0,1,0,1,0,11,3,134,1,0,0,0,0,0,0,0,0,0,4,0,0,92
הודיה,726,10,472,278,6,272,24,12,5,0,0,0,0.0,0,0,19,10,15,8,137,7,1,5,0,0,2,0,0,0,0,1,0,1,25
תלמי יחיאל,727,10,397,281,11,270,68,4,4,0,0,0,0.0,1,0,54,0,4,10,96,14,0,1,0,0,0,0,0,0,0,4,0,1,9
משמר השבעה,729,10,511,395,4,391,75,7,2,0,0,0,0.0,0,0,110,0,10,5,124,32,3,5,0,0,0,0,0,0,0,7,0,2,9
אליפלט,730,10,333,228,2,226,15,10,7,0,0,0,0.0,1,0,3,0,1,14,113,1,0,1,0,0,0,0,0,0,0,2,1,1,56
מישר,731,10,352,258,3,255,69,1,0,0,0,0,0.0,0,0,63,0,7,4,67,36,0,2,0,0,0,0,0,0,0,5,0,0,1
משמר הירדן,732,10,253,172,2,170,12,2,0,0,0,0,0.0,0,1,8,1,2,0,106,5,0,2,0,0,0,0,0,0,0,3,0,4,24
גן יאשיה,734,10,344,254,2,252,104,4,0,0,0,0,0.0,0,0,43,2,1,4,51,30,1,2,0,0,0,0,0,0,0,7,0,2,1
רמות מאיר,735,10,391,247,3,244,62,5,0,1,1,0,0.0,1,0,31,0,6,5,85,32,0,1,0,0,0,0,0,0,0,5,0,0,9
גילת,736,10,584,404,4,400,70,21,2,0,0,0,0.0,1,0,13,0,11,27,200,2,1,3,0,0,0,0,0,0,0,1,0,2,46
עולש,737,10,525,381,4,377,92,11,1,0,0,0,0.0,0,0,81,0,7,6,126,36,0,1,0,0,0,0,0,0,0,11,0,1,4
דור,738,10,204,129,1,128,54,0,0,0,0,0,0.0,0,0,15,0,1,5,47,5,0,0,0,0,0,0,0,0,0,0,0,1,0
שדה עוזיהו,739,10,650,455,8,447,24,20,5,0,0,0,0.0,3,0,4,0,2,8,275,0,0,1,2,0,0,0,0,0,0,3,0,0,100
אשתאול,740,10,426,324,2,322,15,8,3,0,0,0,0.0,0,0,18,0,2,5,142,11,3,4,0,0,0,0,0,0,0,0,0,1,110
שואבה,741,10,297,216,2,214,46,3,3,0,1,0,0.0,0,0,39,0,2,3,81,23,0,2,1,0,0,0,0,0,0,1,0,6,3
מסילת ציון,742,10,373,276,0,276,80,5,0,0,0,0,0.0,0,0,26,1,1,13,98,16,6,0,0,0,0,0,0,0,0,1,0,3,26
כפר שמואל,743,10,370,288,6,282,79,4,0,0,0,0,0.0,0,0,60,0,2,4,82,37,0,0,0,0,0,0,0,0,0,4,0,2,8
תלמי יפה,744,10,108,75,0,75,36,0,0,0,0,0,0.0,0,0,12,0,1,1,9,12,0,0,0,0,0,0,0,0,0,3,0,0,1
גמזו,745,10,446,361,0,361,9,131,27,0,0,0,0.0,0,0,3,2,63,1,52,3,4,19,0,0,0,0,0,0,0,9,0,2,36
ברכיה,746,10,552,449,3,446,5,69,6,0,0,0,0.0,0,0,0,0,12,2,159,1,0,6,0,0,0,0,0,0,0,1,0,2,183
בית שקמה,747,10,427,243,5,238,1,7,1,0,0,0,0.0,3,0,7,0,13,16,146,1,0,6,1,0,0,0,0,0,0,5,0,2,29
מסלול,748,10,251,190,2,188,54,1,2,0,0,1,0.0,1,0,14,0,0,15,67,12,2,0,0,0,0,0,0,0,0,4,0,5,10
פטיש,749,10,459,361,0,361,10,18,4,0,0,0,0.0,6,0,5,0,2,53,123,2,0,6,2,0,0,0,0,0,0,1,0,1,128
פדויים,750,10,226,148,1,147,4,8,10,0,0,0,0.0,0,0,2,0,7,22,60,1,0,0,0,0,0,0,0,0,0,0,0,0,33
בית מאיר,751,10,302,235,1,234,3,77,21,0,0,0,0.0,0,0,2,9,23,0,63,0,0,6,0,0,0,6,0,0,0,1,0,3,20
תעוז,752,10,332,227,3,224,9,30,2,0,1,0,0.0,0,0,7,0,2,1,117,2,0,5,0,0,0,0,0,0,0,0,0,5,43
ינוב,753,10,453,315,4,311,46,15,1,0,0,0,0.0,1,1,38,1,4,0,152,16,2,7,0,0,0,1,0,0,0,2,0,1,23
גורן,755,10,319,218,3,215,44,0,0,0,0,0,0.0,0,0,4,0,1,5,100,0,0,3,1,0,0,0,0,0,0,0,0,0,57
בית עזרא,756,10,558,403,2,401,114,12,3,0,0,0,0.0,0,0,26,0,4,9,180,15,1,1,0,0,0,0,0,0,0,4,0,4,28
מצליח,757,10,674,473,7,466,64,13,2,0,0,0,0.0,1,0,30,0,4,22,261,7,2,3,2,0,1,1,0,0,0,5,0,0,48
יד חנה,758,10,117,79,0,79,10,0,0,0,6,0,0.0,0,1,6,0,0,0,16,28,0,0,0,0,0,0,0,0,0,12,0,0,0
יציץ,759,10,392,288,3,285,11,12,1,0,0,0,0.0,2,0,11,0,4,4,200,2,0,2,0,0,0,0,0,0,0,4,0,1,31
בן זכאי,760,10,372,304,2,302,2,53,0,0,0,0,0.0,2,0,2,0,2,0,106,1,0,5,0,0,0,0,0,0,0,0,0,2,127
שובה,761,10,260,177,2,175,4,23,1,0,0,0,0.0,0,0,1,0,5,1,91,1,0,0,0,0,0,0,0,0,0,1,0,0,47
בטחה,762,10,472,360,2,358,7,23,15,0,0,0,0.0,1,0,4,0,15,7,165,0,0,3,0,0,0,0,0,0,0,0,0,1,117
שתולים,763,10,846,621,6,615,56,26,17,0,0,0,0.0,0,0,43,0,13,64,305,10,0,14,2,0,2,0,0,0,0,0,0,2,61
כפר מרדכי,764,10,329,256,2,254,119,6,0,0,0,0,0.0,0,0,52,0,3,2,33,38,0,0,0,0,0,0,0,0,0,0,0,1,0
משגב דב,765,10,346,260,1,259,42,3,1,0,0,0,0.0,0,0,80,0,1,1,97,21,6,1,0,0,0,0,0,0,0,2,0,4,0
קוממיות,766,10,223,129,1,128,0,0,125,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
פורת,767,10,576,399,5,394,0,23,63,0,0,0,0.0,3,0,8,0,9,4,137,1,0,3,1,0,0,0,0,0,0,2,0,1,139
כרמיה,768,10,253,166,3,163,29,0,0,0,0,0,0.0,0,0,8,1,3,1,23,89,1,1,0,0,0,0,0,0,0,3,1,2,1
ניר עציון,769,10,414,244,5,239,30,122,2,8,3,0,0.0,0,0,3,0,23,2,32,8,0,1,2,0,0,0,1,0,0,1,0,0,1
מבוא ביתר,771,10,237,166,3,163,15,3,0,0,0,0,0.0,0,0,26,1,6,0,96,8,0,2,0,0,0,0,0,0,0,3,0,1,2
אמונים,772,10,544,368,7,361,63,8,2,0,0,0,0.0,0,0,48,0,8,7,168,16,1,0,0,0,0,0,0,0,0,8,0,4,28
עמיקם,773,10,265,197,6,191,24,1,0,0,0,0,0.0,0,0,23,1,2,8,92,23,1,0,0,0,0,0,0,0,0,7,0,6,3
צוריאל,774,10,214,158,0,158,24,6,0,0,0,0,0.0,0,0,3,0,2,4,90,3,0,1,0,0,0,0,0,0,0,2,0,1,22
יד נתן,775,10,285,188,1,187,63,4,0,0,0,0,0.0,0,0,48,0,0,4,42,14,0,0,0,0,0,0,0,0,0,6,0,6,0
מחסיה,776,10,225,163,2,161,9,43,5,0,0,0,0.0,2,0,2,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,35
נחשון,777,10,326,235,0,235,73,0,0,0,0,0,0.0,0,0,12,0,0,2,6,132,0,0,0,0,0,0,0,0,0,9,0,1,0
תרום,778,10,330,265,6,259,3,53,3,0,0,0,0.0,0,1,3,0,13,2,113,0,1,9,1,0,0,0,0,0,0,2,0,0,55
עמינדב,779,10,397,285,0,285,47,7,1,0,0,0,0.0,0,0,25,2,11,3,127,30,1,2,0,0,0,0,0,0,0,4,0,3,22
אורה,780,10,475,373,2,371,50,11,2,0,0,1,0.0,1,1,25,1,14,2,184,14,0,3,0,0,0,0,0,0,0,10,0,5,47
גני יהודה,781,10,623,453,1,452,169,6,2,0,2,0,0.0,0,0,102,0,5,5,73,69,0,1,0,0,0,0,0,0,0,8,0,4,6
אבן ספיר,783,10,401,284,2,282,36,2,1,1,0,0,0.0,6,0,19,3,6,6,170,8,1,1,0,0,0,0,0,0,0,5,0,1,16
בית נחמיה,784,10,406,310,1,309,58,7,2,0,0,0,0.0,0,0,40,0,3,8,140,21,2,5,0,0,0,2,0,0,0,2,0,5,14
אחיהוד,785,10,420,341,3,338,8,45,17,0,0,0,0.0,1,0,5,0,10,4,154,0,0,3,0,0,2,0,0,0,0,3,0,0,86
כפר זיתים,786,10,318,221,4,217,9,16,1,0,0,0,0.0,0,0,0,0,5,8,124,0,1,5,2,0,0,0,0,0,0,1,0,0,45
גבעת יערים,787,10,575,439,3,436,55,33,1,0,0,0,0.0,1,0,33,5,28,6,191,23,2,6,0,0,0,1,0,0,0,13,0,4,34
זיתן,788,10,538,410,6,404,29,9,15,0,0,0,0.0,0,0,8,0,14,21,180,5,0,10,1,0,0,0,0,0,0,0,0,0,112
רנן,789,10,252,168,3,165,44,2,0,0,0,0,0.0,0,0,21,0,6,16,67,2,1,1,0,0,0,0,0,0,0,2,0,0,3
משען,791,10,463,300,5,295,5,35,3,0,0,0,0.0,1,1,5,0,5,4,184,2,1,1,0,0,0,0,0,0,1,1,0,2,44
נתיב השיירה,792,10,326,234,1,233,71,8,0,0,0,0,0.0,1,3,21,0,1,18,90,5,0,0,0,0,0,0,0,0,0,3,0,2,10
גבעתי,793,10,461,300,5,295,47,1,0,0,0,0,0.0,2,0,18,0,6,22,171,7,0,0,2,0,0,0,0,0,0,7,0,0,12
עגור,794,10,237,178,1,177,9,0,20,0,0,0,0.0,1,0,1,0,0,11,98,3,0,1,0,0,0,1,0,0,0,2,0,1,29
יערה,795,10,327,239,2,237,32,3,0,1,1,0,0.0,1,0,6,0,3,3,92,2,1,1,1,0,0,0,0,0,0,5,0,0,85
צלפון,796,10,432,303,6,297,18,22,7,0,0,0,0.0,3,0,5,0,3,3,160,0,1,1,0,0,0,0,0,0,0,1,0,0,73
אחיעזר,797,10,718,639,14,625,2,229,3,0,0,0,0.0,0,0,2,0,3,7,76,0,2,4,1,0,0,0,0,0,0,1,0,0,295
יגל,798,10,442,337,2,335,31,10,5,1,0,0,0.0,1,0,12,0,6,20,150,6,1,3,1,0,0,1,1,0,0,0,0,0,86
זכריה,799,10,428,349,1,348,25,7,2,0,0,0,0.0,2,0,9,0,8,2,229,2,2,3,0,0,0,0,0,0,0,0,0,0,57
בית חנניה,800,10,344,274,1,273,81,9,0,0,0,0,0.0,0,0,82,0,3,0,51,35,1,4,0,0,0,0,0,0,0,5,1,1,0
חמד,801,10,362,298,0,298,5,130,36,0,0,0,0.0,0,0,17,2,23,4,54,3,0,5,0,0,4,0,0,0,0,4,0,1,10
"גבעת כ""ח",802,10,347,225,3,222,11,16,5,0,0,0,0.0,0,0,2,0,3,6,127,5,0,5,0,0,0,0,0,0,0,4,0,0,38
יושיביה,803,10,194,153,0,153,0,5,0,0,0,0,0.0,1,0,0,0,2,2,40,1,0,2,0,0,0,0,0,0,0,0,0,0,100
אחיסמך,804,10,642,422,3,419,13,3,1,0,0,0,0.0,5,0,3,0,3,37,223,1,0,2,1,0,0,0,0,0,0,0,0,0,127
ישעי,805,10,412,321,7,314,2,102,16,0,0,0,0.0,0,0,5,0,6,3,91,0,0,2,0,0,0,0,0,0,0,0,0,0,87
עין יהב,806,10,432,279,2,277,113,3,0,0,2,0,0.0,0,0,72,0,2,1,27,50,1,1,0,0,0,0,0,0,0,3,0,2,0
חניאל,807,10,501,350,3,347,141,4,0,0,1,0,0.0,0,0,69,0,5,3,74,33,1,0,1,0,0,1,0,0,0,6,0,8,0
ניר אליהו,808,10,320,218,3,215,120,2,0,0,1,0,0.0,0,0,12,1,3,3,22,39,1,1,0,0,0,0,0,0,0,6,0,4,0
נחם,809,10,319,247,7,240,8,27,9,0,0,0,0.0,0,0,7,1,11,1,105,1,0,3,0,0,0,0,1,2,0,1,0,0,63
עופר,810,10,245,171,2,169,48,9,0,0,0,0,0.0,0,0,20,0,3,4,57,11,0,4,0,0,0,0,0,0,0,5,0,5,3
יכיני,811,10,363,280,2,278,15,8,1,0,0,0,0.0,0,0,2,0,19,6,157,2,0,3,0,0,0,0,0,0,0,3,0,0,62
שלומי,812,10,621,413,9,404,23,45,0,1,0,0,0.0,1,0,12,47,21,14,161,6,0,9,0,1,0,0,0,0,0,5,0,0,58
שלומי,812,20,704,497,5,492,24,22,2,0,0,0,0.0,0,0,54,98,75,10,156,5,0,2,0,1,0,0,0,1,0,12,0,0,30
שלומי,812,30,616,411,8,403,19,46,4,1,0,0,0.0,0,0,10,23,27,27,165,3,0,1,2,0,0,0,1,0,0,7,0,1,66
שלומי,812,40,666,451,8,443,18,37,0,1,0,0,0.0,2,0,39,58,62,17,150,9,2,5,1,0,1,1,0,0,0,7,0,0,33
שלומי,812,50,428,287,3,284,27,11,2,0,0,0,0.0,1,0,47,7,13,19,125,7,1,5,0,0,0,0,0,0,0,6,0,0,13
שלומי,812,60,840,592,13,579,51,25,1,0,0,0,0.0,1,0,86,32,17,69,230,23,1,5,1,0,1,0,0,0,1,9,0,2,24
עין יעקב,813,10,327,226,3,223,59,24,1,0,4,0,0.0,0,0,5,1,9,7,79,1,0,0,0,0,0,0,0,0,0,7,0,0,26
