שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ד,ו,ז,זך,זנ,ט,יש,כן,ל,ם,מחל,מרצ,נ,נץ,עם,ף,פה,צ,צף,ק,קך,קנ,קץ,רק,שס
לוד,7000,150,508,394,2,392,58,18,0,6,3,0,0.0,0,0,38,0,8,14,165,9,1,47,0,0,0,1,0,0,0,6,0,2,16
לוד,7000,160,687,440,27,413,11,1,2,37,24,0,0.0,0,0,40,29,57,14,105,3,0,1,43,0,0,0,12,1,1,1,1,1,29
לוד,7000,170,576,393,7,386,39,19,1,5,2,0,0.0,1,0,38,2,20,16,190,1,0,5,1,0,0,0,0,0,0,4,0,3,39
לוד,7000,180,701,387,16,371,10,0,2,53,20,0,0.0,0,1,6,1,10,20,100,4,0,0,88,0,0,1,3,2,1,0,0,0,49
לוד,7000,190,673,380,20,360,16,1,1,56,24,0,0.0,1,0,7,42,12,11,93,7,0,4,37,0,1,3,13,0,1,1,0,0,29
לוד,7000,200,706,414,13,401,34,6,4,48,63,0,0.0,1,0,39,13,30,11,111,3,0,4,14,0,0,0,4,0,0,0,0,0,16
לוד,7000,210,739,410,17,393,12,3,2,48,51,0,0.0,0,4,2,4,8,36,106,10,0,0,47,0,0,1,9,1,1,0,0,0,48
לוד,7000,220,645,377,11,366,12,10,4,2,2,0,0.0,0,0,13,2,16,40,187,3,1,8,5,0,1,0,0,0,0,3,0,1,56
לוד,7000,230,679,378,16,362,35,1,1,53,44,0,0.0,0,0,9,2,20,14,73,8,0,1,71,0,1,1,0,0,0,4,2,0,22
לוד,7000,240,428,225,8,217,6,0,5,5,1,0,0.0,1,0,11,4,16,18,93,0,0,10,6,0,0,0,2,0,0,1,2,0,36
לוד,7000,250,711,423,8,415,65,16,4,3,2,0,0.0,0,0,21,18,17,27,161,5,0,19,0,0,0,1,0,0,0,1,0,0,55
לוד,7000,260,736,359,12,347,51,6,3,1,0,0,0.0,0,0,14,22,12,52,137,6,0,4,0,0,0,0,0,0,0,1,1,3,34
לוד,7000,270,726,455,3,452,42,17,2,0,0,0,0.0,0,0,17,6,13,39,203,8,0,23,1,0,0,0,0,0,0,0,0,0,81
לוד,7000,280,553,341,3,338,30,6,2,9,2,0,0.0,0,0,17,10,16,16,171,1,1,12,2,0,0,0,0,0,0,4,0,1,38
לוד,7000,290,660,440,7,433,45,28,2,8,0,0,0.0,1,0,16,1,5,22,213,4,2,19,2,0,1,1,0,0,0,4,0,0,59
לוד,7000,300,632,430,7,423,34,15,4,0,1,0,0.0,0,0,22,1,15,25,227,3,1,9,0,0,0,0,1,0,0,1,0,1,63
לוד,7000,310,759,439,7,432,29,12,3,0,0,0,0.0,0,0,20,10,20,30,224,3,0,16,2,1,1,0,0,1,0,3,0,1,56
לוד,7000,320,750,433,6,427,69,23,6,1,0,0,0.0,1,0,23,6,13,22,204,3,0,13,0,0,0,0,0,0,0,0,1,0,42
לוד,7000,330,731,386,7,379,13,11,4,0,2,0,0.0,1,0,17,11,19,41,179,5,1,3,0,0,0,0,2,0,0,1,1,0,68
לוד,7000,340,663,372,18,354,22,3,6,0,1,0,0.0,0,0,14,6,24,29,184,1,0,9,1,0,0,0,0,0,1,2,0,0,51
לוד,7000,350,753,476,12,464,5,12,6,0,1,0,0.0,1,0,41,18,20,23,201,3,0,25,1,0,0,0,0,0,0,5,1,0,101
לוד,7000,360,677,378,16,362,5,0,0,118,105,0,0.0,0,0,2,8,2,3,5,8,1,0,92,0,0,3,2,1,1,1,1,0,4
לוד,7000,370,700,381,6,375,20,3,2,8,2,0,0.0,0,0,14,7,7,44,199,4,0,9,2,0,0,0,0,0,1,1,0,0,52
לוד,7000,380,578,309,8,301,12,5,4,1,0,0,0.0,0,0,16,6,10,34,155,1,0,2,0,0,0,0,0,1,0,0,0,0,54
לוד,7000,390,520,272,13,259,12,1,6,3,4,0,0.0,0,0,11,6,2,43,128,1,0,1,5,1,0,0,0,0,0,3,0,0,32
לוד,7000,400,701,352,16,336,10,0,3,20,7,0,0.0,1,0,25,26,45,29,122,2,0,6,6,0,0,0,1,0,0,2,0,0,31
לוד,7000,410,678,339,16,323,18,4,1,3,2,0,0.0,1,1,18,10,21,21,153,2,0,7,5,1,0,0,1,0,1,2,0,0,51
לוד,7000,420,580,310,5,305,6,4,6,4,1,0,0.0,1,1,5,3,9,51,121,0,1,5,4,0,0,0,4,0,0,0,0,0,79
לוד,7000,430,767,419,8,411,16,12,5,15,4,1,0.0,3,0,18,5,28,24,186,2,0,10,1,0,0,0,0,0,1,3,0,0,77
לוד,7000,440,453,219,5,214,8,1,11,0,0,0,0.0,0,0,26,8,7,37,79,4,0,1,0,0,0,0,0,0,0,2,0,0,30
לוד,7000,460,518,296,7,289,21,10,0,0,0,0,0.0,1,0,24,5,13,23,141,4,1,7,0,0,0,0,0,0,1,1,0,1,36
לוד,7000,470,442,307,2,305,19,3,2,3,0,0,0.0,0,0,15,2,6,28,167,1,1,11,2,0,1,0,0,0,0,1,0,2,41
לוד,7000,480,535,343,2,341,24,6,4,1,0,0,0.0,0,0,27,6,14,25,176,5,0,5,1,0,0,0,0,0,0,4,0,1,42
לוד,7000,490,468,335,0,335,16,3,0,0,0,0,0.0,0,0,34,2,15,17,181,6,1,5,1,0,1,0,0,0,0,3,0,0,50
לוד,7000,500,673,460,6,454,52,10,4,0,2,0,0.0,1,0,41,5,13,39,226,6,0,23,0,0,0,0,0,0,0,0,0,0,32
לוד,7000,510,568,336,20,316,8,4,6,25,30,0,0.0,0,0,10,2,14,39,114,0,0,5,14,1,0,0,5,2,1,1,0,0,35
לוד,7000,520,608,437,5,432,103,7,0,2,1,0,0.0,0,0,33,3,16,25,191,11,1,18,0,0,0,1,0,0,0,3,0,4,13
לוד,7000,530,695,410,7,403,19,6,5,2,4,0,0.0,1,0,22,14,27,24,215,3,0,8,1,0,0,0,1,1,0,0,1,0,49
לוד,7000,540,582,393,5,388,41,6,1,0,0,0,0.0,0,0,31,7,26,11,213,3,0,6,2,0,0,0,0,0,0,1,0,1,39
לוד,7000,550,516,345,3,342,44,8,2,6,1,0,0.0,0,0,23,0,6,10,192,6,0,12,0,0,0,0,0,0,0,2,0,0,30
לוד,7000,560,624,348,18,330,9,6,1,1,0,0,0.0,0,0,17,10,24,39,152,9,0,8,2,0,1,0,0,0,0,3,0,1,47
לוד,7000,570,724,466,13,453,44,4,0,23,29,0,0.0,0,0,55,25,35,11,169,5,1,22,8,0,0,1,1,0,0,3,0,1,16
לוד,7000,580,534,356,17,339,13,1,3,2,2,0,0.0,0,1,63,41,53,11,117,4,0,6,1,0,0,0,1,0,2,7,0,0,11
לוד,7000,590,591,341,2,339,18,8,1,0,0,0,0.0,0,0,43,18,29,15,154,3,0,8,0,0,1,0,0,0,0,0,0,0,41
לוד,7000,600,681,485,15,470,2,19,7,0,0,0,0.0,0,0,16,14,49,10,144,2,2,131,0,0,0,0,0,0,0,2,1,1,70
לוד,7000,610,556,423,2,421,0,28,16,0,0,0,0.0,0,0,0,10,22,6,60,0,0,233,0,0,0,0,0,0,0,1,0,0,45
לוד,7000,620,724,419,11,408,11,11,10,0,0,0,0.0,1,0,9,18,29,47,212,3,1,2,2,0,0,0,0,0,0,2,0,0,50
לוד,7000,630,593,258,4,254,5,2,9,0,0,1,0.0,0,0,11,5,26,25,115,7,0,6,0,0,0,0,0,0,1,0,0,1,40
לוד,7000,640,727,389,11,378,48,6,2,10,2,0,0.0,2,3,24,5,22,32,160,3,1,10,7,0,0,0,0,0,0,1,0,2,38
לוד,7000,650,549,310,5,305,4,0,0,239,19,0,0.0,0,2,0,0,0,2,0,0,0,0,30,0,0,3,3,0,1,0,1,0,1
לוד,7000,660,420,233,12,221,7,0,1,92,67,1,0.0,0,0,0,1,0,1,1,0,0,0,40,0,0,2,6,0,0,1,1,0,0
לוד,7000,700,681,412,9,403,28,1,4,17,0,1,0.0,1,1,99,18,64,12,119,9,0,4,0,0,1,0,0,2,1,2,0,3,16
לוד,7000,710,748,485,13,472,18,3,1,0,0,0,0.0,0,1,115,47,92,4,162,5,0,2,0,0,0,0,2,0,1,2,0,0,17
לוד,7000,720,684,418,10,408,6,5,0,1,0,0,0.0,0,0,95,29,86,9,138,9,0,4,0,1,1,0,0,0,0,1,0,0,23
לוד,7000,730,760,476,13,463,17,6,3,3,0,0,0.0,0,0,95,57,103,5,150,2,0,4,0,2,1,0,0,0,1,5,0,0,9
לוד,7000,740,707,445,12,433,17,4,1,0,2,1,0.0,1,0,141,50,48,7,122,13,0,4,0,0,0,0,0,0,1,2,0,0,19
לוד,7000,750,555,356,9,347,14,2,0,0,0,0,0.0,2,0,88,35,73,5,113,2,0,2,0,0,0,0,0,0,0,2,0,1,8
לוד,7000,760,688,424,17,407,18,1,2,0,0,0,0.0,1,0,121,33,75,8,125,3,0,1,0,1,0,0,0,0,0,1,2,1,14
לוד,7000,770,725,435,8,427,17,5,4,1,1,0,0.0,0,0,105,40,69,10,128,6,0,2,0,0,0,0,0,2,0,2,0,0,35
לוד,7000,780,597,368,4,364,21,1,0,1,0,0,0.0,0,0,87,30,58,6,131,12,3,2,0,0,0,1,0,0,0,4,0,2,5
לוד,7000,790,741,468,18,450,18,2,1,3,0,0,0.0,1,0,91,46,98,3,142,4,3,1,0,0,0,0,0,0,1,1,0,2,33
לוד,7000,800,698,489,24,465,13,0,1,0,1,0,0.0,1,0,76,181,63,4,96,2,0,2,1,1,1,0,0,2,3,4,0,3,10
לוד,7000,810,576,333,8,325,17,2,2,0,0,0,0.0,0,0,86,30,64,7,90,8,0,2,1,0,0,0,0,0,0,3,1,0,12
לוד,7000,820,575,357,15,342,18,2,0,0,0,0,0.0,0,0,89,40,73,3,92,7,0,1,2,0,0,0,0,0,1,3,0,0,11
לוד,7000,900,680,468,2,466,46,5,3,13,4,0,0.0,0,0,61,3,23,28,213,15,0,8,0,0,0,0,0,0,0,4,0,1,39
לוד,7000,9520,645,401,12,389,26,4,5,4,4,0,0.0,0,0,53,5,19,22,172,14,1,9,1,0,0,0,0,0,0,3,0,2,45
לוד,7000,9900,118,3,0,3,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
אשקלון,7100,10,672,377,10,367,21,23,3,0,0,0,0.0,0,0,18,76,43,12,110,3,1,4,0,0,4,1,0,1,4,2,1,0,40
אשקלון,7100,20,562,345,8,337,30,11,1,0,0,1,0.0,0,0,42,40,34,22,109,2,0,5,1,0,0,0,0,0,0,1,0,0,38
אשקלון,7100,30,643,414,13,401,24,23,3,0,1,0,0.0,0,1,37,24,24,11,174,2,2,1,2,0,0,0,0,0,1,3,0,1,67
אשקלון,7100,40,660,429,12,417,27,12,2,0,0,0,0.0,3,1,52,41,52,10,171,8,0,0,0,0,1,0,0,0,2,4,0,0,31
אשקלון,7100,50,629,409,7,402,28,12,11,1,1,0,0.0,1,0,57,18,42,14,172,3,2,0,0,0,3,0,0,0,0,1,0,0,36
אשקלון,7100,60,617,379,6,373,28,21,3,0,0,0,0.0,2,0,41,14,20,14,177,7,1,2,2,0,1,1,0,0,0,4,0,0,35
אשקלון,7100,70,774,450,10,440,4,37,8,0,1,0,0.0,0,0,37,33,39,25,140,6,0,2,0,0,0,1,0,1,1,2,0,0,103
אשקלון,7100,80,595,394,9,385,8,42,7,0,0,0,0.0,0,0,7,14,16,25,138,4,0,3,2,0,0,0,0,0,0,2,0,1,116
אשקלון,7100,90,553,363,13,350,8,29,3,0,1,0,0.0,0,0,13,20,24,13,137,3,3,3,0,0,0,0,0,1,1,1,0,0,90
אשקלון,7100,100,602,355,10,345,16,3,5,0,0,0,0.0,1,1,65,56,87,3,85,3,1,3,0,0,0,0,0,1,0,1,0,0,14
אשקלון,7100,110,762,480,9,471,15,8,4,0,0,0,0.0,0,0,115,49,110,9,126,5,0,2,0,0,0,0,0,1,1,3,0,0,23
אשקלון,7100,120,802,537,13,524,33,13,4,0,0,0,0.0,0,0,74,27,45,13,224,10,0,5,0,0,1,0,0,0,0,2,1,6,66
אשקלון,7100,130,601,379,6,373,31,42,10,0,0,0,0.0,1,0,19,2,10,12,161,2,0,9,0,0,0,0,0,0,0,2,0,0,72
אשקלון,7100,140,696,361,3,358,17,23,5,0,0,0,0.0,2,2,16,4,28,8,121,3,0,2,1,0,2,1,0,0,0,4,0,2,117
אשקלון,7100,150,583,410,0,410,10,20,7,0,0,0,0.0,1,0,18,1,16,9,230,8,0,4,0,0,2,0,0,0,0,3,0,1,80
אשקלון,7100,160,777,475,18,457,4,3,5,1,1,0,0.0,0,0,89,61,107,2,137,10,2,2,0,1,0,0,0,1,0,5,1,2,23
אשקלון,7100,170,589,365,12,353,7,3,2,0,0,0,0.0,2,0,56,55,95,14,94,2,1,1,0,0,4,0,0,1,0,2,0,0,14
אשקלון,7100,180,701,410,13,397,11,22,8,0,0,0,0.0,2,0,21,13,9,12,158,4,0,3,1,0,2,1,0,0,0,3,0,3,124
אשקלון,7100,190,582,387,9,378,15,53,16,0,0,0,0.0,3,0,11,5,14,6,158,7,0,4,1,0,0,0,0,0,0,0,0,0,85
אשקלון,7100,200,555,347,7,340,12,33,4,0,0,0,0.0,0,0,12,2,19,16,159,2,1,3,0,0,0,0,0,0,1,1,1,1,73
אשקלון,7100,210,544,342,3,339,11,48,11,0,0,0,0.0,1,0,17,1,12,7,150,2,0,2,0,0,0,0,0,0,0,1,0,1,75
אשקלון,7100,220,663,409,2,407,23,18,5,0,0,0,0.0,1,0,25,8,16,21,155,1,0,3,1,0,2,0,0,0,0,2,0,1,125
אשקלון,7100,230,625,326,6,320,26,4,6,0,0,0,0.0,1,0,28,15,54,8,101,6,0,0,1,0,0,0,0,0,0,2,1,0,67
אשקלון,7100,240,812,440,24,416,19,5,15,1,0,0,0.0,0,0,35,51,54,25,145,6,2,6,0,0,1,0,2,0,2,4,2,3,38
אשקלון,7100,250,677,370,4,366,14,29,6,0,0,0,0.0,1,0,16,3,17,4,160,5,0,8,1,0,0,1,0,0,0,1,0,0,100
אשקלון,7100,260,645,316,8,308,12,4,4,0,1,0,0.0,5,0,34,32,43,4,117,3,0,1,1,0,1,0,0,0,2,1,0,0,43
אשקלון,7100,270,730,324,8,316,13,6,6,0,1,0,0.0,0,0,20,9,19,7,150,8,0,2,0,0,0,0,0,0,0,1,1,0,73
אשקלון,7100,280,773,460,20,440,12,1,5,0,1,0,0.0,2,0,42,68,78,12,128,9,0,2,0,0,0,0,2,2,0,3,0,0,73
אשקלון,7100,290,714,372,14,358,8,4,4,2,0,0,0.0,2,0,27,18,39,30,151,3,1,1,1,3,0,0,2,0,0,2,0,0,60
אשקלון,7100,300,546,291,11,280,17,6,2,0,1,0,0.0,4,0,30,19,23,15,111,3,0,1,1,0,1,0,0,0,1,3,0,2,40
אשקלון,7100,310,634,369,4,365,7,7,3,0,0,1,0.0,2,0,40,26,53,17,143,5,0,3,2,0,0,0,0,0,0,6,1,0,49
אשקלון,7100,320,556,303,14,289,14,5,8,0,0,0,0.0,1,0,23,24,38,8,100,6,1,1,0,0,2,0,0,0,0,3,0,0,55
אשקלון,7100,330,565,307,7,300,18,14,4,0,0,0,0.0,5,0,30,15,33,13,88,3,1,3,1,0,1,0,0,0,1,1,1,0,68
אשקלון,7100,340,654,332,0,332,18,7,5,0,0,0,0.0,0,1,38,35,55,5,115,2,0,4,1,0,2,0,1,0,0,0,0,0,43
אשקלון,7100,350,513,305,9,296,8,12,5,0,0,1,0.0,4,0,6,12,41,25,109,5,0,1,0,0,1,0,1,0,1,1,1,0,62
אשקלון,7100,360,604,351,5,346,20,9,6,0,0,0,0.0,0,0,41,21,29,26,122,3,0,3,0,0,0,0,0,0,0,3,0,0,63
אשקלון,7100,370,510,266,15,251,14,2,6,0,0,0,0.0,2,1,26,26,41,4,98,0,0,1,0,0,0,0,0,2,0,1,0,0,27
אשקלון,7100,380,697,359,1,358,19,5,4,0,1,1,0.0,0,0,33,32,72,11,117,5,2,1,0,1,1,0,0,1,1,3,0,0,48
אשקלון,7100,390,685,402,11,391,12,8,7,0,0,0,0.0,1,0,27,51,46,9,125,7,1,0,2,0,3,1,0,0,2,1,0,1,87
אשקלון,7100,400,726,527,6,521,164,51,6,0,1,0,0.0,0,0,63,3,20,11,132,34,2,0,0,0,2,0,0,0,0,3,0,3,26
אשקלון,7100,410,809,542,8,534,81,38,4,0,0,0,0.0,0,1,55,3,17,31,220,22,0,6,0,0,0,0,0,0,0,3,0,2,51
אשקלון,7100,420,614,441,2,439,104,30,2,1,0,0,0.0,1,1,65,7,17,13,143,23,1,7,0,0,1,0,0,0,0,2,0,0,21
אשקלון,7100,430,774,476,4,472,92,17,5,0,0,0,0.0,2,0,74,8,21,14,179,23,1,3,0,0,1,0,0,0,0,4,0,3,25
אשקלון,7100,440,584,324,6,318,51,15,1,0,0,0,0.0,1,0,29,13,8,22,120,20,0,4,0,0,0,0,0,1,0,1,0,1,31
אשקלון,7100,450,619,384,4,380,72,34,2,0,0,0,0.0,1,0,57,5,18,7,127,28,1,5,0,0,0,0,0,0,0,1,0,0,22
אשקלון,7100,460,620,339,4,335,23,20,2,1,0,0,0.0,0,0,32,8,22,10,138,4,1,6,0,0,0,0,1,1,0,1,0,1,64
אשקלון,7100,470,732,413,9,404,77,19,6,0,0,1,0.0,0,0,45,13,12,16,166,14,1,2,1,1,0,0,0,0,0,3,0,1,26
אשקלון,7100,480,464,304,5,299,27,11,2,0,0,0,0.0,0,0,29,5,10,14,161,15,1,2,1,0,0,0,0,0,0,1,0,2,18
אשקלון,7100,490,602,394,2,392,77,22,6,0,0,0,0.0,0,0,28,6,15,15,170,21,0,2,0,0,0,0,0,0,0,6,0,1,23
אשקלון,7100,500,682,441,6,435,76,21,1,0,0,0,0.0,0,0,68,5,19,9,163,17,1,2,0,0,0,1,0,0,0,4,0,1,47
אשקלון,7100,510,645,327,12,315,59,8,6,1,0,0,0.0,0,1,63,27,20,10,83,9,2,0,0,0,0,0,0,2,0,2,0,1,21
אשקלון,7100,520,596,387,9,378,91,15,0,0,0,0,0.0,2,0,45,5,16,28,135,15,2,4,0,0,0,0,0,0,0,1,0,1,18
אשקלון,7100,530,659,325,3,322,45,14,4,0,0,0,0.0,0,0,35,5,9,60,112,9,0,1,0,0,0,0,1,0,0,4,0,0,23
אשקלון,7100,540,530,362,5,357,38,34,4,0,1,0,0.0,0,0,36,4,13,12,140,12,0,7,0,0,0,0,0,0,0,4,0,2,50
אשקלון,7100,550,766,434,8,426,4,16,13,0,0,0,0.0,3,0,34,18,31,14,191,5,1,2,0,0,0,0,0,0,0,1,0,1,92
אשקלון,7100,560,542,331,5,326,12,16,23,1,0,0,0.0,1,0,14,5,28,20,108,4,0,7,0,0,0,0,0,0,3,0,0,0,84
אשקלון,7100,570,555,371,7,364,69,7,1,0,0,0,0.0,0,0,52,5,12,13,142,20,0,5,0,0,2,0,0,0,0,5,0,0,31
אשקלון,7100,580,660,366,10,356,8,10,8,0,0,0,0.0,0,2,31,35,43,21,118,4,1,5,0,0,1,0,0,0,0,2,0,0,67
אשקלון,7100,590,806,413,17,396,24,8,14,0,0,0,0.0,0,0,40,23,34,33,150,3,1,2,2,0,1,0,1,0,0,1,0,0,59
אשקלון,7100,600,759,428,9,419,10,8,8,0,1,0,0.0,1,0,38,24,43,15,170,4,1,2,0,0,0,2,1,1,0,0,1,0,89
אשקלון,7100,610,710,444,16,428,13,10,6,0,1,0,0.0,0,1,31,30,89,13,148,1,0,2,0,0,2,0,0,0,0,1,0,2,78
אשקלון,7100,620,764,410,19,391,10,10,4,0,0,0,0.0,0,0,30,36,56,31,152,3,0,0,0,0,0,1,0,0,1,1,0,0,56
אשקלון,7100,630,747,438,5,433,9,20,4,0,0,0,0.0,1,0,28,23,21,24,190,5,1,7,0,0,0,0,0,0,2,0,0,1,97
אשקלון,7100,640,631,364,17,347,9,11,3,0,0,0,0.0,1,1,34,26,39,27,123,5,1,3,2,0,1,0,0,1,0,1,0,0,59
אשקלון,7100,650,697,424,14,410,13,10,6,2,0,0,0.0,0,0,37,48,47,24,160,5,1,5,2,0,3,0,0,0,0,3,1,2,41
אשקלון,7100,660,691,386,5,381,19,11,6,0,0,0,0.0,0,0,19,2,18,7,184,5,0,2,1,1,0,1,0,0,0,2,0,0,103
אשקלון,7100,670,689,393,13,380,7,10,5,0,0,0,0.0,1,0,26,27,41,28,162,2,1,1,1,0,0,0,1,1,0,2,0,0,64
אשקלון,7100,680,804,485,15,470,7,7,6,0,0,0,0.0,0,0,37,11,58,37,183,4,0,5,4,1,2,0,0,0,3,2,0,0,103
אשקלון,7100,690,657,419,1,418,15,42,7,0,0,0,0.0,0,0,29,4,20,29,191,4,2,2,0,0,2,0,0,0,0,5,0,2,64
אשקלון,7100,700,659,415,7,408,59,36,5,0,3,0,0.0,1,0,53,20,21,10,142,13,0,7,0,0,0,0,0,0,1,4,0,1,32
אשקלון,7100,710,676,416,8,408,83,15,0,0,0,0,0.0,0,0,61,12,10,14,158,26,4,0,0,0,0,0,0,0,0,4,0,3,18
אשקלון,7100,720,685,414,7,407,48,13,5,0,0,0,0.0,0,0,58,19,23,18,156,12,2,3,0,0,2,0,0,0,0,4,0,1,43
אשקלון,7100,730,832,417,23,394,26,5,2,0,1,1,0.0,0,0,35,142,61,1,79,12,0,5,0,0,2,0,0,1,3,3,1,3,11
אשקלון,7100,740,762,493,10,483,103,30,4,0,1,0,0.0,0,0,65,8,12,32,152,26,2,3,2,0,2,0,0,0,0,4,0,3,34
אשקלון,7100,750,774,496,6,490,84,12,2,0,0,0,0.0,0,0,62,5,13,22,223,21,4,1,1,0,0,0,0,0,0,5,0,0,35
אשקלון,7100,760,628,435,11,424,79,51,8,0,0,0,0.0,2,0,32,3,15,22,152,13,0,5,0,0,0,0,0,0,0,2,0,1,39
אשקלון,7100,770,748,508,2,506,65,30,6,0,0,0,0.0,1,0,64,9,21,22,196,15,4,6,0,0,0,0,0,0,0,3,0,1,63
אשקלון,7100,780,522,337,4,333,33,31,5,0,0,0,0.0,0,1,24,4,14,23,135,13,0,2,0,0,1,0,1,0,0,3,0,0,43
אשקלון,7100,790,545,333,1,332,47,16,1,0,0,0,0.0,1,0,55,22,31,19,91,13,0,1,0,1,3,0,0,0,0,0,0,1,30
אשקלון,7100,800,779,532,19,513,20,12,30,1,0,0,0.0,2,0,62,33,41,37,129,2,2,13,3,0,1,0,0,1,0,4,1,2,117
אשקלון,7100,810,776,473,12,461,7,2,8,1,1,0,0.0,0,1,103,82,124,9,103,4,0,0,0,1,0,0,0,1,0,5,0,0,9
אשקלון,7100,820,620,369,16,353,12,5,3,0,1,2,0.0,1,0,52,49,59,33,95,4,0,2,0,0,1,0,0,1,0,1,0,0,32
אשקלון,7100,830,795,510,22,488,21,15,9,0,0,0,0.0,0,0,105,58,85,10,117,3,1,8,0,0,0,0,0,1,1,5,0,1,48
אשקלון,7100,840,776,491,21,470,8,1,3,0,0,1,0.0,1,0,99,53,133,35,103,5,0,6,2,1,2,1,0,1,1,5,0,2,7
אשקלון,7100,850,650,367,17,350,12,5,13,0,0,0,0.0,0,0,31,34,53,6,104,5,0,4,3,0,0,0,0,0,1,2,0,0,77
אשקלון,7100,860,516,314,18,296,14,7,4,0,0,0,0.0,0,0,33,24,27,24,99,6,2,4,0,0,2,0,1,1,2,1,0,0,45
אשקלון,7100,870,558,343,11,332,8,10,8,0,0,0,0.0,0,0,20,26,12,17,139,3,0,4,0,2,0,0,1,0,0,2,0,0,80
אשקלון,7100,880,684,397,11,386,8,8,5,1,0,0,0.0,0,0,83,47,80,27,83,3,0,4,0,0,0,0,0,0,3,3,0,1,30
אשקלון,7100,890,754,450,6,444,10,15,15,0,0,0,0.0,0,0,42,49,66,17,163,2,0,7,0,0,1,0,0,0,0,2,0,0,55
אשקלון,7100,900,778,411,10,401,12,0,1,0,0,0,0.0,0,0,82,61,102,1,116,2,0,3,0,0,0,0,0,0,1,4,0,0,16
אשקלון,7100,910,681,406,16,390,8,3,1,0,0,1,0.0,0,0,80,85,89,1,95,7,1,0,0,0,4,0,0,0,1,5,0,1,8
אשקלון,7100,920,793,471,11,460,3,2,1,0,0,0,0.0,1,0,114,70,153,5,85,5,0,0,0,0,1,0,2,1,0,3,0,1,13
אשקלון,7100,930,617,319,18,301,2,2,3,0,0,0,0.0,0,0,61,42,99,3,66,5,0,0,0,0,0,2,0,0,3,2,0,1,10
אשקלון,7100,940,750,414,15,399,11,3,1,0,0,0,0.0,0,1,82,61,112,8,97,1,0,3,0,0,0,0,0,0,1,1,0,1,16
אשקלון,7100,950,722,457,8,449,16,2,3,2,0,0,0.0,0,1,102,43,86,6,144,8,0,5,0,0,2,0,0,1,0,2,0,1,25
אשקלון,7100,960,662,379,16,363,25,4,7,0,0,0,0.0,0,0,65,29,64,7,121,5,2,5,0,0,0,0,0,0,0,4,0,0,25
אשקלון,7100,970,577,345,6,339,19,2,5,0,0,0,0.0,0,0,56,30,70,11,124,2,1,2,0,0,0,0,0,0,0,1,0,0,16
אשקלון,7100,980,717,437,22,415,18,6,6,0,0,0,0.0,2,0,109,55,52,6,125,11,0,5,0,0,0,0,0,0,0,1,1,0,18
אשקלון,7100,990,518,341,1,340,20,15,5,0,1,0,0.0,0,0,62,24,40,3,114,11,1,7,1,0,0,0,0,0,1,3,0,0,32
אשקלון,7100,1000,583,438,6,432,69,28,12,0,0,0,0.0,0,0,54,3,10,18,174,12,0,3,0,0,8,0,0,0,0,3,0,1,37
אשקלון,7100,1010,697,431,3,428,57,18,1,0,0,0,0.0,0,0,52,13,14,16,188,19,1,1,0,0,0,0,0,0,0,2,0,1,45
אשקלון,7100,1020,770,482,3,479,77,20,2,0,0,0,0.0,1,0,43,5,12,14,244,10,1,3,0,0,0,0,0,0,0,4,0,0,43
אשקלון,7100,1030,786,519,3,516,59,28,7,0,0,0,0.0,0,0,37,6,20,27,269,13,0,3,0,0,2,0,0,0,0,3,0,0,42
אשקלון,7100,1040,659,425,24,401,39,9,2,0,0,0,0.0,1,0,57,33,38,17,160,7,0,3,1,0,1,0,0,0,0,1,0,0,32
אשקלון,7100,1050,653,378,15,363,25,1,4,1,0,0,0.0,0,0,78,30,92,4,100,5,1,5,1,0,0,0,0,1,1,3,0,2,9
אשקלון,7100,1060,629,391,4,387,31,6,3,0,0,0,0.0,1,0,65,22,40,15,143,5,0,5,0,1,1,0,0,0,0,3,0,2,44
אשקלון,7100,1070,644,388,18,370,6,8,6,1,0,0,0.0,1,0,87,53,86,4,86,4,0,5,0,0,0,0,1,2,2,3,1,1,13
אשקלון,7100,1080,706,498,9,489,43,30,4,0,0,0,0.0,4,0,59,16,45,19,217,7,1,5,1,0,0,0,0,0,0,4,0,1,33
אשקלון,7100,1090,675,412,3,409,14,9,7,0,0,0,0.0,2,1,70,40,87,7,110,6,1,5,1,0,2,1,0,1,0,0,0,0,45
אשקלון,7100,1100,636,360,13,347,8,1,2,0,0,0,0.0,0,0,70,35,107,3,76,5,0,1,0,1,0,0,0,2,0,4,0,2,30
אשקלון,7100,1110,636,342,14,328,8,2,4,1,1,1,0.0,1,0,71,53,110,2,46,11,0,1,0,0,1,0,0,0,0,0,0,2,13
אשקלון,7100,1120,735,438,10,428,10,10,7,0,0,0,0.0,2,1,54,37,77,13,154,4,0,3,1,0,0,1,0,0,0,1,0,2,51
אשקלון,7100,1140,497,275,11,264,25,15,4,1,0,0,0.0,0,0,15,21,22,4,98,7,2,1,0,1,0,0,0,0,1,4,0,2,41
אשקלון,7100,1150,571,352,1,351,73,28,2,0,0,0,0.0,0,0,50,3,11,3,147,12,0,2,0,0,0,0,0,0,0,2,0,0,18
